;Model;co2
10933;Mustang Mach-E RWD Extended;0.0
10934;Expedition 4WD;484.0
10935;Silverado 2WD;489.0
10936;Sierra 2WD;491.0
10937;Silverado Mud Terrain Tires 4WD;593.0
10938;Silverado 4WD;556.0
10939;Silverado 4WD;506.0
10940;Sierra Mud Terrain Tires 4WD;580.0
10941;Sierra Cab Chassis 4WD;555.0
10942;F-Type P450 AWD R-Dynamic Coupe;481.0
10943;G70 AWD;439.0
10944;911 Carrera GTS Cabriolet;448.0
10945;S60 T8 AWD Recharge ext. Range;99.0
10946;XC60 T8 AWD Recharge ext. Range;122.0
10947;Tundra 4WD PRO;461.0
10948;New Range Rover P400 LWB MHEV;427.0
10949;M850i xDrive Coupe;457.0
10950;M850i xDrive Convertible;457.0
10951;Cooper Hardtop 2 door;273.0
10952;Seltos FWD;283.0
10953;Eclipse Cross 2WD;338.0
10954;Seltos AWD;314.0
10955;CX-50 4WD;356.0
10956;240 DL/240 GL;423.19
10957;840i xDrive Coupe;373.0
10958;Cooper S Hardtop 2 door;280.0
10959;Cooper S Hardtop 4 door;331.0
10960;John Cooper Works Hardtop 2 door;348.0
10961;5000 CS quattro;493.72
10962;Cooper S Countryman All4;341.0
10963;BRZ;398.0
10964;G80 AWD;361.0
10965;G80 AWD;465.0
10966;Soul Eco dynamics;287.0
10967;Carnival;408.0
10968;Encore GX FWD;296.0
10969;Encore GX FWD;297.0
10970;Palisade AWD;422.0
10971;C300;305.0
10972;C300 4matic;330.0
10973;Kona FWD;281.0
10974;Bronco Raptor 4WD;577.0
10975;Huracan Coupe;596.0
10976;Forte;296.0
10977;Ghibli GT;436.0
10978;Ghibli Modena RWD;436.0
10979;K5;332.0
10980;Quattroporte Modena RWD;453.0
10981;HR-V AWD;326.0
10982;HR-V FWD;309.0
10983;XT6 FWD;419.0
10984;Kona FWD;284.0
10985;XT5 AWD;386.0
10986;Acadia FWD;404.0
10987;DBX 707;536.0
10988;Levante GT;495.0
10989;Levante Trofeo;562.0
10990;Artura;319.0
10991;Z;435.0
10992;Regal;423.19
10993;Blazer FWD;365.0
10994;Outback Wilderness AWD;378.0
10995;Acadia AWD;368.0
10996;ID.4 Pro S;0.0
10997;Golf-R;382.0
10998;GR 86;397.0
10999;Giulia;330.0
11000;Impreza 4-Door;337.0
11001;Impreza 5-Door;335.0
11002;Impreza 5-Door;285.0
11003;Impreza Sport 5-Door;292.0
11004;Stelvio AWD;364.0
11005;QX55 AWD;366.0
11006;F-Pace P400 MHEV;408.0
11007;MDX AWD Type-S;474.0
11008;New Range Rover P400 MHEV;427.0
11009;F8 Tributo;541.0
11010;812 GTS;665.0
11011;Celebrity;423.19
11012;RS 5 Coupe;429.0
11013;Monte Carlo;444.35
11014;M4 Competition M xDrive Coupe;477.0
11015;228i Gran Coupe;315.0
11016;M3 Sedan;472.0
11017;CT4 V AWD;387.0
11018;Mirage;242.0
11019;Mirage G4;252.0
11020;Jetta;256.0
11021;CT5;405.0
11022;Kona N;396.0
11023;LeBaron GTS;403.95
11024;X3 xDrive30i;369.0
11025;LeBaron GTS;386.39
11026;Grecale Trofeo;432.0
11027;Grecale GT;351.0
11028;XC60 B5 AWD;353.0
11029;Yukon XL 2WD;442.0
11030;SQ7;532.0
11031;X5 xDrive40i;389.0
11032;X5 M50i;486.0
11033;X5 M;586.0
11034;X5 M Competition;586.0
11035;X6 xDrive40i;389.0
11036;Newport/Fifth Avenue;493.72
11037;Yukon XL 4WD;462.0
11038;GR Supra;342.0
11039;Q50 AWD;403.0
11040;RS 6 Avant;532.0
11041;X1 xDrive28i;313.0
11042;Yukon XL 2WD;555.0
11043;Yukon XL 2WD;527.0
11044;X7 M60i xDrive;481.0
11045;Suburban 4WD;564.0
11046;Yukon XL 4WD;564.0
11047;Yukon 4WD;564.0
11048;A7;361.0
11049;A6 quattro;361.0
11050;A5 Sportback quattro;322.0
11051;Phantom;639.0
11052;Ghost Extended;624.0
11053;Dynasty;403.95
11054;A4 allroad quattro;344.0
11055;Niro FE;167.0
11056;A6 Allroad;361.0
11057;Tucson Hybrid Blue;238.0
11058;Tiguan 4motion;357.0
11059;Camry;338.0
11060;Panamera 4S Executive;469.0
11061;Panamera 4 ST;441.0
11062;Titan 2WD;503.0
11063;Lancer;386.39
11064;Titan 4WD;505.0
11065;Titan 4WD PRO4X;517.0
11066;GLB250;330.0
11067;Sequoia 2WD;395.0
11068;Tahoe 4WD;527.0
11069;Tahoe 4WD;566.0
11070;LYRIQ;0.0
11071;2 Dual Motor;0.0
11072;2 Dual Motor Perf Pack;0.0
11073;2 Single Motor;0.0
11074;bZ4X AWD;0.0
11075;MC20 Spyder;482.0
11076;M235i xDrive Gran Coupe;324.0
11077;Murano AWD;391.0
11078;Silverado 2WD;496.0
11079;Sierra 2WD;493.0
11080;Taurus;444.35
11081;Sierra 2WD;446.0
11082;Silverado 4WD;462.0
11083;Taurus;370.29
11084;Silverado 4WD;535.0
11085;Silverado 4WD;513.0
11086;Silverado Mud Terrain Tires 4WD;512.0
11087;Sierra Mud Terrain Tires 4WD;585.0
11088;Sierra 4WD;523.0
11089;Sierra 4WD AT4X;585.0
11090;Gladiator Rubic EcoDiesel 4WD;436.0
11091;Gladiator 4WD;466.0
11092;Gladiator 4WD;476.0
11093;Silverado Cab Chassis 2WD;553.0
11094;Sierra Cab Chassis 4WD;564.0
11095;Sierra Cab Chassis 2WD;553.0
11096;Rogue FWD;271.0
11097;Macan GTS;466.0
11098;Forester AWD;310.0
11099;4Runner 2WD;503.0
11100;Grand Wagoneer 4WD;602.0
11101;New Range Rover;508.0
11102;GX 460;542.0
11103;4Runner 4WD;519.0
11104;Scorpio;493.72
11105;ES 250 AWD;315.0
11106;626/MX-6;467.74
11107;Tundra 4WD;460.0
11108;Tundra 4WD PRO;461.0
11109;Pathfinder 4WD;379.0
11110;626/MX-6;370.29
11111;Durango AWD;533.0
11112;AMG GLE53 4matic Plus Coupe;471.0
11113;Chiron Super Sport;979.0
11114;626/MX-6;423.19
11115;Flying Spur;514.0
11116;Bentayga Speed;617.0
11117;Corvette Z06;597.0
11118;Corvette Z06 Carbon Aero;631.0
11119;718 Boxster S;410.0
11120;718 Cayman S;410.0
11121;718 Boxster T;394.0
11122;718 Boxster T;380.0
11123;718 Cayman T;380.0
11124;929;493.72
11125;C300 Coupe;351.0
11126;C300 4matic Convertible;358.0
11127;3 5-Door 2WD;296.0
11128;3 5-Door 4WD;311.0
11129;Sienna 2WD;246.0
11130;GLE350 4matic;413.0
11131;Monza SP2;658.0
11132;718 Boxster GTS;458.0
11133;718 Cayman GTS;458.0
11134;718 Cayman GTS;418.0
11135;718 Cayman GT4;436.0
11136;Metris (US Postal Long);415.0
11137;Passport AWD;416.0
11138;Q4 e-tron;0.0
11139;e-tron S (20 inch wheels);0.0
11140;i4 M50 Gran Coupe (19 inch wheels);0.0
11141;iX xDrive50 (20 inch wheels);0.0
11142;iX xDrive50 (21 inch wheels);0.0
11143;Kona Electric;0.0
11144;I-Pace EV400 (22 inch tires);0.0
11145;EQS 580 4Matic (SUV);0.0
11146;ARIYA ENGAGE FWD 63kWh;0.0
11147;Taycan 4 Cross Turismo;0.0
11148;Taycan GTS Sport Turismo;0.0
11149;Solterra Limited/Touring AWD;0.0
11150;ID.4;0.0
11151;ID.4 AWD Pro;0.0
11152;ID.4 AWD Pro S;0.0
11153;RC 300 AWD;407.0
11154;E450 4matic;343.0
11155;S580 4matic Maybach;491.0
11156;Caravelle;403.95
11157;CR-V Hybrid FWD;223.0
11158;Sorento FWD;342.0
11159;RAV4;292.0
11160;Sorento AWD;377.0
11161;RAV4 AWD;319.0
11162;RAV4 AWD;301.0
11163;Venza AWD;227.0
11164;911 GT3 Touring;570.0
11165;718 Cayman;409.0
11166;Gran Fury;740.58
11167;911 Targa 4S;447.0
11168;911 Carrera GTS;465.0
11169;911 Carrera 4 GTS Cabriolet;463.0
11170;911 Targa 4 GTS;461.0
11171;911 Sport Classic;516.0
11172;TLX FWD;352.0
11173;TLX AWD A-SPEC;371.0
11174;TLX Type-S;420.0
11175;540i Sedan;322.0
11176;Outlander Sport 2WD;333.0
11177;Highlander Hybrid;245.0
11178;NX 250 AWD;318.0
11179;6000;370.29
11180;Outlander Sport 4WD;350.0
11181;Highlander AWD;371.0
11182;F150 Pickup 2WD;431.0
11183;F150 Pickup 2WD FFV;453.0
11184;F150 Pickup 2WD FFV;465.0
11185;F150 Pickup 2WD HEV;352.0
11186;Ranger 2WD;397.0
11187;Ranger 2WD;387.0
11188;F150 Pickup Tremor 4WD;501.0
11189;F150 Pickup Tremor 4WD;497.0
11190;6000;423.19
11191;F150 RAPTOR 37 4WD;596.0
11192;F150 RAPTOR 37 4WD;578.0
11193;F150 RAPTOR R 4WD;741.0
11194;Bronco 4WD;440.0
11195;Bronco Black Diamond 4WD;523.0
11196;Model 3 Performance AWD;0.0
11197;Model Y AWD;0.0
11198;Model Y Long Range AWD;0.0
11199;Model Y Performance AWD;0.0
11200;1500 4WD;417.0
11201;Silver Spirit/Silver Spur;987.44
11202;Durango SRT AWD;659.0
11203;Durango SRT AWD;584.0
11204;Flying Spur Hybrid;251.0
11205;530e Sedan;178.0
11206;740/760;444.35
11207;740/760;444.35
11208;AMG CLA35 4matic;373.0
11209;300 AWD;415.0
11210;300;389.0
11211;750 Series;683.62
11212;Cherokee Trailhawk 4WD;400.0
11213;AMG GLE63 S 4matic Plus Coupe;535.0
11214;AMG GLS63 4matic Plus;560.0
11215;GLS580 4matic;499.0
11216;Air GT P AWD with 21 inch wheels;0.0
11217;Air Pure AWD with 19 inch wheels;0.0
11218;R1T (21 inch wheels);0.0
11219;AMG GT 63 4matic Plus;530.0
11220;Brougham;493.72
11221;AMG E63 S 4matic Plus (SW);470.0
11222;Escape FWD HEV;225.0
11223;500X AWD;356.0
11224;F-150 Lightning 4WD Extended Range;0.0
11225;EQB 350 4matic;0.0
11226;MX-5;305.0
11227;Mustang;371.0
11228;Mustang Convertible;386.0
11229;Mustang HO Convertible;423.0
11230;Mustang HO Convertible;404.0
11231;Duntov GT;592.47
11232;GT-R;493.0
11233;Accord Hybrid Sport/Touring;201.0
11234;Prius;155.0
11235;Transit Connect Wagon LWB FWD;348.0
11236;Pacifica;401.0
11237;Corsair FWD;356.0
11238;Hornet AWD;371.0
11239;Edge AWD;382.0
11240;Edge AWD;421.0
11241;Bronco 4WD;683.62
11242;Town and Country Wagon;467.74
11243;Cutlass Cruiser Wagon;522.76
11244;Cutlass Cruiser Wagon;424.17
11245;505 Station Wagon;467.74
11246;6000 Wagon;493.72
11247;240 DL/GL/Turbo Wagon;522.76
11248;Grand Marquis Wagon;592.47
11249;S10 Pickup 2WD;444.35
11250;S10 Pickup 2WD;363.57
11251;S10 Pickup 2WD;493.72
11252;S10 Pickup 2WD;467.74
11253;Pickup 2WD;467.74
11254;Ram 50 Pickup 2WD;386.39
11255;Ranger Pickup 2WD;467.74
11256;Ranger Pickup 2WD;493.72
11257;K15 Suburban 4WD;740.58
11258;S15 Pickup 2WD;386.39
11259;Pickup 2WD;467.74
11260;K15 Suburban 4WD;807.91
11261;Truck 2WD;407.2
11262;B2000/B2200 Pickup 2WD;493.72
11263;K15 Suburban 4WD;636.25
11264;Power Ram 50 Pickup 4WD;442.61
11265;T15 (S15) Jimmy 4WD;467.74
11266;Scrambler Pickup 4WD;444.35
11267;Scrambler Pickup 4WD;522.76
11268;Truck 4WD;467.74
11269;Truck 4WD;522.76
11270;C10 Pickup 2WD;592.47
11271;C20 Pickup 2WD;683.62
11272;T15 (S15) Jimmy 4WD;444.35
11273;C20 Pickup 2WD;535.79
11274;D100/D150 Pickup 2WD;683.62
11275;F150 Pickup 2WD;592.47
11276;F250 Pickup 2WD;683.62
11277;T15 (S15) Jimmy 4WD;522.76
11278;Truck 2WD;444.35
11279;K10 Pickup 4WD;565.56
11280;F150 Pickup 4WD;683.62
11281;F150 Pickup 4WD;888.7
11282;F250 Pickup 4WD;807.91
11283;K15 Pickup 4WD;683.62
11284;K15 Pickup 4WD;598.82
11285;T15 (S15) Pickup 4WD;444.35
11286;J-10 Pickup 4WD;555.44
11287;Truck 4WD;522.76
11288;G10/20 Van 2WD;634.79
11289;E150 Econoline 2WD;592.47
11290;E250 Econoline 2WD;634.79
11291;Vandura G15/25 2WD;535.79
11292;Omni;296.23
11293;Cargo Van 2WD;423.19
11294;G10/20 Sport Van 2WD;535.79
11295;B350 Wagon 2WD;888.7
11296;E150 Club Wagon 2WD;683.62
11297;E150 Club Wagon 2WD;740.58
11298;Suburban C10 2WD;598.82
11299;S10 Blazer 2WD;403.95
11300;S10 Blazer 2WD;386.39
11301;AD100/AD150 Ramcharger 2WD;807.91
11302;Caravan/Ram Van 2WD;444.35
11303;C15 Suburban 2WD;598.82
11304;S15 Jimmy 2WD;423.19
11305;S15 Jimmy 2WD;467.74
11306;Eagle 4WD;522.76
11307;Eagle 4WD;493.72
11308;T10 (S10) Blazer 4WD;444.35
11309;T10 (S10) Blazer 4WD;522.76
11310;AW100/AW150 Ramcharger 4WD;807.91
11311;Bronco II 4WD;634.79
11312;K15 Jimmy 4WD;636.25
11313;T15 (S15) Jimmy 4WD;444.35
11314;T15 (S15) Jimmy 4WD;522.76
11315;Cherokee/Wagoneer 4WD;493.72
11316;Cherokee/Wagoneer 4WD;423.19
11317;Sedan 4WD;444.35
11318;Sedan 4WD;444.35
11319;Murcielago;807.91
11320;MX-5;370.29
11321;MX-5;370.29
11322;Eclipse Spyder;467.74
11323;A5 Cabriolet;341.81
11324;A5 Cabriolet quattro;386.39
11325;Hatchback 4WD;386.39
11326;Aveo 5;296.23
11327;Sedan/3 Door 4WD;444.35
11328;TSX;355.48
11329;TSX;423.19
11330;Lancer;386.39
11331;Lancer;355.48
11332;Lancer;355.48
11333;Lancer Evolution;467.74
11334;Phantom Drophead Coupe;634.79
11335;Omni;329.15
11336;Sedan/3 Door 4WD;386.39
11337;SX4 Sport;341.81
11338;Golf;341.81
11339;GTI;355.48
11340;Jetta;355.48
11341;C30 FWD;370.29
11342;C30 FWD;370.29
11343;S40 FWD;370.29
11344;Sedan/3 Door 4WD;386.39
11345;S6;555.44
11346;Continental Flying Spur;740.58
11347;Malibu;403.95
11348;Wagon 4WD;423.19
11349;Malibu;355.48
11350;6;444.35
11351;Aura;341.81
11352;Lucerne;444.35
11353;Funeral Coach / Hearse;634.79
11354;Impala;423.19
11355;Taurus FWD;423.19
11356;A3 quattro;370.29
11357;Lancer Sportback;444.35
11358;XT 4WD;444.35
11359;SX4 AWD;355.48
11360;V50 FWD;370.29
11361;Explorer Sport Trac 2WD;555.44
11362;Savana 1500 2WD (cargo);522.76
11363;Grand Caravan;467.74
11364;Grand Caravan;493.72
11365;Odyssey;493.72
11366;HHR Panel FWD;355.48
11367;Edge FWD;444.35
11368;Compass 2WD;355.48
11369;Mountaineer 2WD;522.76
11370;Grand Vitara;423.19
11371;XC90 FWD;493.72
11372;S10 Cab Chassis 2WD;683.62
11373;Pilot 4WD;493.72
11374;Commander 4WD;592.47
11375;MKX AWD;467.74
11376;Endeavor AWD;522.76
11377;Tribeca AWD;493.72
11378;XC90 AWD;522.76
11379;D250 Cab Chassis 2WD;807.91
11380;G37 Convertible;467.74
11381;G37 Convertible;444.35
11382;Lagonda;987.44
11383;Saloon/Vantage/Volante;987.44
11384;Ranger Pickup 2WD;403.95
11385;B2000/B2200/B2600;444.35
11386;B2000/B2200/B2600;522.76
11387;Tempo;423.19
11388;GV Plus/GV/Cabrio;386.39
11389;240 Wagon;467.74
11390;240 Wagon;467.74
11391;240 Wagon;444.35
11392;Wetl 500 SL;683.62
11393;ITS 190E;555.44
11394;300SL MERC BENZ;592.47
11395;Wetl 190E;467.74
11396;Wetl 850I;683.62
11397;525i;493.72
11398;Wetl 412;888.7
11399;Wetl 560 SEC;683.62
11400;XM v6a;592.47
11401;BMW735IL;634.79
11402;100 quattro Wagon;493.72
11403;525i Touring;493.72
11404;300TE MERC BENZ;592.47
11405;505 Station Wagon;493.72
11406;348 TB/TS;683.62
11407;600SL;683.62
11408;Supra;493.72
11409;Supra;493.72
11410;Sprint;269.3
11411;300CE;467.74
11412;Firefly;216.76
11413;300ZX;493.72
11414;300D 2.5 Turbo;391.54
11415;Golf III / GTI;403.95
11416;Taurus SHO;493.72
11417;BMW635L6;634.79
11418;BMW735I;634.79
11419;Mark VIII;493.72
11420;Crown Victoria Police;522.76
11421;600SEL/SEC;740.58
11422;Testarossa;807.91
11423;Impreza Wagon AWD;386.39
11424;328 GTS/GTB;683.62
11425;Sierra 1500 2WD;598.82
11426;Sierra 2500 2WD;598.82
11427;Rally G15/25 2WD;598.82
11428;Rodeo 4WD;555.44
11429;Jetta III GLX;493.72
11430;Caravan C/V/Grand Caravan 2WD;493.72
11431;Mirage;386.39
11432;XJR;592.47
11433;850 Wagon;423.19
11434;Civic CRX;329.15
11435;Passport 2WD;555.44
11436;Rodeo 2WD;555.44
11437;Rodeo 4WD;555.44
11438;900 Convertible;493.72
11439;900 Convertible;444.35
11440;900;423.19
11441;Park Avenue;423.19
11442;Park Avenue;467.74
11443;9000;493.72
11444;9000;423.19
11445;Countach;1269.57
11446;318i/318is;370.29
11447;Regal/Century;467.74
11448;Chevrolet Cavalier;423.19
11449;Crown Victoria Police;522.76
11450;Viper Coupe;683.62
11451;MX-5 Miata;386.39
11452;Civic;260.37
11453;Chevrolet Cavalier;423.19
11454;E55 AMG;522.76
11455;Esteem Wagon;341.81
11456;Esteem Wagon;341.81
11457;Pathfinder 2WD;555.44
11458;Escort;370.29
11459;Plus Eight;522.76
11460;Sebring;444.35
11461;Elantra;355.48
11462;Mountaineer 2WD;592.47
11463;Boxster;423.19
11464;Boxster S;444.35
11465;Montego FWD;444.35
11466;Town and Country 2WD;467.74
11467;Tahoe 1500 2WD;592.47
11468;Cayman;370.29
11469;911 Carrera 4;423.19
11470;911 Carrera 4 Cabriolet;423.19
11471;911 Carrera 4S;444.35
11472;911 Carrera 4S Targa;444.35
11473;911 Carrera S;423.19
11474;G3 (3-Door);296.23
11475;Ruf;683.62
11476;S40 FWD;370.29
11477;E350 4matic;467.74
11478;300/SRT-8;423.19
11479;300/SRT-8;444.35
11480;Charger;423.19
11481;Crown Victoria FFV;467.74
11482;S600;683.62
11483;Colorado Cab Chassis inc 2WD;522.76
11484;Canyon Crew Cab 2WD;423.19
11485;Canyon Crew Cab 2WD;423.19
11486;H3T 4WD;555.44
11487;RDX 4WD;467.74
11488;Q7;509.0
11489;GL550 4matic;634.79
11490;Wrangler 4WD;592.47
11491;E350 Coupe;444.35
11492;Turbo Firefly;261.38
11493;C300 4matic;444.35
11494;C350;444.35
11495;CL600;634.79
11496;CL63 AMG;634.79
11497;Golf;315.0
11498;Jetta SportWagen;315.0
11499;Canyon Crew Cab 2WD;522.76
11500;Colorado Crew Cab 4WD;555.44
11501;Canyon 4WD;555.44
11502;Express 1500 2WD Cargo;592.47
11503;Express 1500 AWD Conversion Cargo;634.79
11504;ML63 AMG;740.58
11505;G10/20 Van 2WD (cargo);740.58
11506;Pickup 2WD;493.72
11507;SLK350;444.35
11508;Sebring Convertible;444.35
11509;944;444.35
11510;Avenger;444.35
11511;Elantra Blue;306.45
11512;E63 AMG;592.47
11513;Forsa Turbo;261.38
11514;Equator 2WD;467.74
11515;Equator 2WD;423.19
11516;Equator 2WD;522.76
11517;Frontier 2WD;423.19
11518;Frontier 2WD;522.76
11519;Frontier 4WD;555.44
11520;Tacoma 4WD;493.72
11521;Tacoma 4WD;592.47
11522;Xterra 2WD;493.72
11523;Wrangler 4WD;522.76
11524;Vandura 2500 2WD;740.58
11525;924 S;423.19
11526;Pathfinder FE 2WD;493.72
11527;C1500 Pickup 2WD;634.79
11528;Pickup 2500 2WD;740.58
11529;Sierra 2500 2WD;740.58
11530;Montero Sport 4WD;522.76
11531;Montero Sport 4WD;522.76
11532;Corvette;467.74
11533;A6;403.95
11534;CTS Wagon;403.95
11535;Escort;386.39
11536;Coupe GT;467.74
11537;C10 Pickup 2WD;634.79
11538;F250 Pickup 2WD;555.44
11539;C15 Pickup 2WD;522.76
11540;C15 Pickup 2WD;634.79
11541;C10 Pickup 2WD;522.76
11542;F150 Pickup 2WD;555.44
11543;C15 Pickup 2WD;522.76
11544;Safari 2WD (passenger);522.76
11545;Yaris;277.72
11546;M35x;493.72
11547;M45;493.72
11548;Fit;306.45
11549;Fit;296.23
11550;Raider Pickup 2WD;522.76
11551;Grand Cherokee SRT8 AWD;683.62
11552;4000 CS quattro;522.76
11553;Accord;355.48
11554;Ranger 2WD;423.19
11555;Patriot 2WD;355.48
11556;Compass 4WD;355.48
11557;Patriot 4WD;355.48
11558;Elise/Exige;386.39
11559;Elise/Exige;403.95
11560;3 Series;423.19
11561;Cooper Convertible;286.68
11562;Cooper Convertible;317.39
11563;Cooper S;306.45
11564;Civic;370.29
11565;Clubman;286.68
11566;Azure;807.91
11567;M3;555.44
11568;Civic Hybrid;211.6
11569;Rio;286.68
11570;Sebring;403.95
11571;LS 460 L;467.74
11572;Camaro;493.72
11573;4Runner 2WD;467.74
11574;Patriot 4WD;423.19
11575;Camaro;493.72
11576;Sierra 15 Hybrid 4WD;423.19
11577;Suburban 1500 2WD;634.79
11578;Camaro;522.76
11579;Yukon 1500 2WD;555.44
11580;Tahoe Hybrid 4WD;423.19
11581;Yukon 1500 Hybrid 4WD;423.19
11582;Yukon Denali 1500 AWD;592.47
11583;Cooper;277.72
11584;John Cooper Works;317.39
11585;fortwo coupe;246.86
11586;599 GTB Fiorano;740.58
11587;SLK300;423.19
11588;370Z Roadster;423.19
11589;135i;444.35
11590;135i Convertible;444.35
11591;328ci xDrive;444.35
11592;335i;444.35
11593;335i xDrive;467.74
11594;612 Scaglietti;740.58
11595;Altima;386.39
11596;Versa;317.39
11597;760Li;592.47
11598;57S;740.58
11599;328i Sport Wagon xDrive;444.35
11600;X3 xDrive30i;444.35
11601;X3 xDrive30i;467.74
11602;X6 xDrive35i;522.76
11603;FX50;555.44
11604;Escort;355.48
11605;911 Turbo Coupe;467.74
11606;911 Turbo Cabriolet;467.74
11607;GranTurismo Convertible;592.47
11608;G37x Coupe;444.35
11609;Kizashi;370.29
11610;G37x;444.35
11611;XJ;522.76
11612;4Runner 2WD;444.35
11613;Accord Crosstour 4WD;444.35
11614;Venza AWD;423.19
11615;GX 460;522.76
11616;Z4 sDrive35is;467.74
11617;Fiero;467.74
11618;Escort;277.72
11619;128ci Convertible;423.19
11620;135i;386.39
11621;135i Convertible;403.95
11622;328ci Convertible;423.19
11623;335is Convertible;467.74
11624;Fiesta;286.68
11625;Mustang;444.35
11626;E550 Convertible;522.76
11627;C70 FWD;386.39
11628;535i;403.95
11629;M56;467.74
11630;740i;444.35
11631;740Li;444.35
11632;Impreza Wagon/Outback Sport AWD;403.95
11633;Canyon 2WD;555.44
11634;Canyon Crew Cab 2WD;467.74
11635;Colorado 4WD;444.35
11636;Colorado 4WD;555.44
11637;Canyon 4WD;444.35
11638;Charger;341.81
11639;Silverado C15 2WD;522.76
11640;Sierra C15 2WD;555.44
11641;Sierra C15 XFE 2WD;493.72
11642;Silverado K15 4WD;555.44
11643;Colt;329.15
11644;Express 2500 2WD Passenger;683.62
11645;Sienna 2WD;423.19
11646;Sienna AWD;493.72
11647;Suburban 1500 2WD;522.76
11648;Sorento 2WD;370.29
11649;X5 xDrive35i;467.74
11650;Pilot 4WD;493.72
11651;Grand Cherokee 4WD;493.72
11652;Borrego 4WD;493.72
11653;Borrego 4WD;522.76
11654;MKT AWD;493.72
11655;Outback Wagon AWD;444.35
11656;Corvette;467.74
11657;SLK300;423.19
11658;Gallardo Coupe;592.47
11659;Gallardo Spyder;634.79
11660;Boxster S;386.39
11661;MX-5;386.39
11662;911 Carrera 4;423.19
11663;911 Carrera 4S Cabriolet;423.19
11664;911 Carrera 4S Targa;444.35
11665;911 Turbo Coupe;467.74
11666;911 Turbo Cabriolet;467.74
11667;A5 quattro;355.48
11668;Continental Supersports Convertible;634.79
11669;Mustang;370.29
11670;Accent;296.23
11671;Accent;296.23
11672;C300;423.19
11673;Lancer;317.39
11674;Lancer;355.48
11675;3;329.15
11676;Jetta;341.81
11677;Jetta;355.48
11678;Jetta;317.39
11679;S6;555.44
11680;Milan S FWD;355.48
11681;Milan FWD FFV;386.39
11682;Malibu;341.81
11683;LaCrosse AWD;444.35
11684;STS AWD;423.19
11685;CTS;423.19
11686;E350 4matic;467.74
11687;Versa;329.15
11688;Lucerne;423.19
11689;Panamera 4;423.19
11690;A4 Avant quattro;370.29
11691;A3;370.29
11692;A3 quattro;370.29
11693;Impreza Wagon/Outback Sport AWD;467.74
11694;Soul;329.15
11695;Soul;341.81
11696;Tacoma 2WD;522.76
11697;Tacoma 4WD;467.74
11698;Ram 1500 Pickup 2WD;555.44
11699;Silverado 15 Hybrid 2WD;423.19
11700;I-Mark;317.39
11701;Sierra C15 2WD;634.79
11702;Express 1500 2WD Conversion Cargo;634.79
11703;Express 1500 AWD Cargo;634.79
11704;Express 2500 2WD Passenger;683.62
11705;I-Mark;329.15
11706;Savana 2500 2WD (Passenger);683.62
11707;Tempo;370.29
11708;MKX FWD;423.19
11709;HHR Panel FWD;370.29
11710;HHR Panel FWD;341.81
11711;Yukon 1500 Hybrid 2WD;423.19
11712;Tucson 2WD;386.39
11713;Tucson 2WD;355.48
11714;Tiguan;403.95
11715;Yukon 1500 Hybrid 4WD;423.19
11716;Tucson 4WD;403.95
11717;Biturbo 425;634.79
11718;R350 4matic;555.44
11719;Cayenne Turbo;522.76
11720;XC70 AWD;467.74
11721;Cooper;286.68
11722;IS 250 AWD;403.95
11723;RX-8;493.72
11724;Clubman;296.23
11725;Accord Coupe;423.19
11726;C300;444.35
11727;Cooper Countryman;329.15
11728;Cooper S Countryman All4;329.15
